,ts,contract_address,evt_tx_hash,evt_tx_from,evt_tx_to,evt_index,evt_block_time,evt_block_number,amount0,amount1,sender,to
0,2024-03-16 01:00:51,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xd310d31650f1c0d586d9542d960deb83de0725beee4d1a1b5c712902af7669bd,0x287be715f45cb1d883ed7bc54daa5f18686607bc,0x23cf10b1ee3adfca73b0ef17c07f7577e7acd2d7,6,2024-03-16 01:00:51.000 UTC,11880752.0,247919026936646198,928556601,0x23cf10b1ee3adfca73b0ef17c07f7577e7acd2d7,0x23cf10b1ee3adfca73b0ef17c07f7577e7acd2d7
1,2024-03-17 08:41:19,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xe561de2105b193e793034ed75162f4597425e448e1125077c5b07d7554b4bf90,0x3e686d12e0b381ae1e9e0c915cdcb3244218299f,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,81,2024-03-17 08:41:19.000 UTC,11937766.0,302281712901374,1067075,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
2,2024-03-17 14:31:27,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x2a0bfb9017903b051ba431cbfc1716add3ff0c814a6194e25f31b08be6527238,0x155bad1166b84e4343b2b492da8e31570ada729b,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,149,2024-03-17 14:31:27.000 UTC,11948270.0,814855233408868,2909999,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
3,2024-03-17 23:59:55,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xb30ceb23a09ff27ae4db88762281dd151eb17ee1f0960865ff78a81180c42dd3,0x1c4a476281fbda7da3fa9c00bd891e7b3a37d338,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,58,2024-03-17 23:59:55.000 UTC,11965324.0,274367626131259,999645,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,0x1c4a476281fbda7da3fa9c00bd891e7b3a37d338
4,2024-03-18 00:48:05,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xd8256baba7ea2c852f74791bffa531fc52658e0c6e6d84316e67e0652a44f341,0xd7068b4e66d552c728157d704a8fd83cfaf17848,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,92,2024-03-18 00:48:05.000 UTC,11966769.0,998404506724703,3597947,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
5,2024-03-20 15:31:43,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x40529166d90d24f741b87c17e5f019b70fe9d7acf0e1dd676011e00b0335985f,0xfb4d92d05b2632e236d8fa837fe82ce8fba58510,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,88,2024-03-20 15:31:43.000 UTC,12079678.0,2911327835992,10222,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
6,2024-03-21 10:39:57,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xe6660aa2850700e09b1a3adaba92cc2b8e1f91e560fb7ec28d8cf7da6982623c,0xdb42052274cc1a6c9af4dcbead886f7dca1c900d,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,77,2024-03-21 10:39:57.000 UTC,12114125.0,355450492816788824,1249999999,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
7,2024-03-21 15:20:55,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x7400d055671ebc4db4918de001c7f6c3a61a7fe375afa9c0725ef7d09995548b,0x5012c645ad7de348147fb9d99b6b8d8949748e17,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,52,2024-03-21 15:20:55.000 UTC,12122554.0,154342024345530920,542252200,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
8,2024-03-21 18:03:35,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x91c96a22dae262673dbaca3bb9f34c5d0cc81d7db125ebbbaa8b17b58c4fed0b,0x5012c645ad7de348147fb9d99b6b8d8949748e17,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,80,2024-03-21 18:03:35.000 UTC,12127434.0,490322573335105736,1713430114,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
9,2024-03-21 22:22:25,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x2a183f43505eda9aad89ff8ef2dc2149bc67cf9b42b859b9f15ae7339ba015eb,0x5012c645ad7de348147fb9d99b6b8d8949748e17,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,60,2024-03-21 22:22:25.000 UTC,12135199.0,485543567445801914,1685300484,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
10,2024-03-26 19:03:31,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x065e905666643a5643243f5c1eb66700c236ec46279cd92406ecadc02c2b0bce,0x090c16fc0a5441888fae894cf75118f652b93d7f,0x00fa2a1f0cb44efe7bc46d2595954393c6c4ac6a,132,2024-03-26 19:03:31.000 UTC,12345232.0,996686920249760,3546121,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
11,2024-03-26 19:09:05,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x2a2a413e9099d59c489190739d3a11b4eaafabf7278a737c7932165fd1941aa7,0x090c16fc0a5441888fae894cf75118f652b93d7f,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,120,2024-03-26 19:09:05.000 UTC,12345399.0,997392554293480,3575784,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
12,2024-03-28 07:46:59,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x7d3405e20d0e11b5d40a8ca73d1dd619376491e932c148498b85764ee54f1791,0x5a898f0e315f63f21d6b7cc854b936ab226d67ee,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,96,2024-03-28 07:46:59.000 UTC,12411336.0,90915067305524,325012,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
13,2024-03-28 07:54:27,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x792445c033a0fe1bbe30123649d0710b26a32231d7e2e5f0b8243e5e83da662a,0x91f1ab3012a6eb505e718e50669ee8476c0226f8,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,150,2024-03-28 07:54:27.000 UTC,12411560.0,286436069461040,1019999,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
14,2024-03-28 08:00:43,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x74b5b69af7b6c2d4332feb6eaff8612716ac67de56fcb975e35813e7954f24ca,0x1b2fefc7052752fcac860b86e7049f658f299f8e,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,153,2024-03-28 08:00:43.000 UTC,12411748.0,318919880619523,1139600,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
15,2024-03-28 08:06:45,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x050735a75de548b5a70b0f93ac86e896706480a678e9704893af76cf60acbb8f,0xa2d7c3b58435e6b9705784837aac2f5fe036152a,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,73,2024-03-28 08:06:45.000 UTC,12411929.0,338262742611385,1207938,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
16,2024-03-28 08:11:43,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x676d301a763212fbe7ffa3ebcd643e521a130956eff6fa8eaa8110d7b2ac3bfb,0x2a972efc9264c3501dfd51d3e1b7783a72b040cc,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,108,2024-03-28 08:11:43.000 UTC,12412078.0,369130849260740,1316862,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
17,2024-03-28 08:18:53,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x1036b8d5120bc22cee032f8c527ab3a380b9b60e34b45724ffd7ed3c47dc658a,0x632c050b6f0ec89b4d3740826bff12b4786664a6,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,106,2024-03-28 08:18:53.000 UTC,12412293.0,405100244259689,1449733,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
18,2024-03-28 08:46:31,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xe0abf7280eb3fa8fb751de27fb29d48f6afc0af0ac19c167766232ade9e75da2,0xe99edc54073205e02fff9cb97c86bf67f49fab95,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,83,2024-03-28 08:46:31.000 UTC,12413122.0,386361483128704,1379999,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
19,2024-03-28 19:43:51,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x4a95ea30946a539e5c3c24741ec15b90b4450324e9a180ac4e6c95ffd932cdcc,0x740d618e92484b6f142e49b3644b26cc370232be,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,131,2024-03-28 19:43:51.000 UTC,12432842.0,1000187915537,3561,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
20,2024-03-29 10:27:03,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x0ee94d41674cdca489c0c92510d7d1bf38728ab16d56b885bd83a2f88a8157b6,0x78372769ed07f1f55ed0c25c0e1d0e848f8638f3,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,146,2024-03-29 10:27:03.000 UTC,12459338.0,1996974640601896,7080987,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
21,2024-03-29 16:48:23,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xb54f9b08ae6c100946c4fbd489dd3aae75e76e5eebd0f6d2341a0a41c2d3766c,0xd9c13d1badc0fe49b9eecb41299832ac42d08972,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,159,2024-03-29 16:48:23.000 UTC,12470778.0,570272602823188,2001994,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
22,2024-03-31 09:38:19,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xd0a9ff519315643c0d0de61d51c57752832d763535dc2a8f86482bd0e2973add,0xc4c025cdd5f2c3b9d3d4a0b507fdca21b45721a2,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,99,2024-03-31 09:38:19.000 UTC,12544276.0,1428846891490439833,5139758835,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
23,2024-03-31 09:38:47,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x84a1f41e3c900bf6acd320604ca90f7503ce444717c49925d5fd779807912b33,0x9e52889dd9ba77c686e56ab98a2cda407ba4a629,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,107,2024-03-31 09:38:47.000 UTC,12544290.0,1041146200260979558,3745314778,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
24,2024-03-31 09:45:23,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x38d1ac69ded26202fb2b7706cecaa4d8ba92947c7004381fb6605f37e5f48626,0x4b586903682b24ef83bde32f940d11a51ea10e49,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,262,2024-03-31 09:45:23.000 UTC,12544488.0,321731177048548261,1157934162,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
25,2024-03-31 10:50:49,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x8b3c57e22b64705f7e9e663d8914a0a11fa3870088d6b7d9c8b9683451cae9a5,0x99a750a6fcaf9a76a73315a465ab30b3dc15c7e2,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,191,2024-03-31 10:50:49.000 UTC,12546451.0,6216620328294349,22468520,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
26,2024-04-01 01:33:21,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x75e05e7c9ae8d44fb8d6813dae8ab6abcb2cfabd6603092ade6b67963b7fadba,0xa7e14ae20fffffb83fd3bc870d0f2db915e9c733,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,160,2024-04-01 01:33:21.000 UTC,12572927.0,1434290558588153464,5212316595,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
27,2024-04-01 02:42:05,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xbb0a589b3f50735d94095bf052c8c80e5967835aa8d8580c9505ae3fdbcabffa,0x4f7e85b8baa9e3ff3e635dab663b965924133b45,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,192,2024-04-01 02:42:05.000 UTC,12574989.0,5685935525110422,20591805,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
28,2024-04-01 03:54:57,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xdfa610f92b5c37d94b71ccf30deadadc65b9e0b70bee5e649cc9cfe1f5e35474,0xbb333f6225b59ae5cbdc928f510b44f84354d377,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,229,2024-04-01 03:54:57.000 UTC,12577175.0,1381439354834709,4998357,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
29,2024-04-02 02:55:53,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x38137dd5608092561dd3e91028c824e9c89e9bcea5536da4c08fd67f4a7c6fc3,0x1ec681e8e25de4b885bad002dedc813f8b159cf2,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,186,2024-04-02 02:55:53.000 UTC,12618603.0,14590855242130883,49038632,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
30,2024-04-02 05:33:31,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x2f2cd82d1617cf71583eafecdd88e2dae4da0da88cdf92d78c9fd0d2779bf8ca,0xbe2aa861a224ef8ab250eb3b3c335d3b4f98ed0c,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,132,2024-04-02 05:33:31.000 UTC,12623332.0,3397308829631227108,11354599568,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
31,2024-04-02 07:46:47,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xd695ffad67f12a81759574727b385b48e734dc8eb48585178cf3f83e90a7b95c,0x65964a06e63482c6221a5eb5cf9f88a489840992,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,91,2024-04-02 07:46:47.000 UTC,12627330.0,733615748052928,2470888,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
32,2024-04-02 14:17:45,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xa635357e1738a7843348002f16b7f179e2a252801c545b087f1580d52d2256e4,0x7b433c30c4bd3b1fe05180f185e281b5f8385cc4,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,167,2024-04-02 14:17:45.000 UTC,12639059.0,900184505555040,2971197,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
33,2024-04-02 18:19:17,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x55ac0b9b3f71e8f93c82d34dd0fdc55faaf5f092ad24acce4906f1ec34d15e47,0xbba9737291a4ca71e5c3c15d07d49584f8b3f299,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,36,2024-04-02 18:19:17.000 UTC,12646305.0,186205488381620334,608676613,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
34,2024-04-03 18:58:57,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x148d406cdfb408a1ace41ab6f99c45c31b4f96353f30cda5d8d931293671cc5e,0x4ab4abf4a9a959583517814f8e4f002a0f9dc464,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,218,2024-04-03 18:58:57.000 UTC,12690695.0,42680386616451393,142321489,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
35,2024-04-03 20:53:41,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x4a65c857ec8d68d924ba2cae469999c8a2ef6c9ee140b03ab56c8c1599383676,0x7ed5457daca5c284c3ada3add6bde87f9868c3c2,0x23cf10b1ee3adfca73b0ef17c07f7577e7acd2d7,171,2024-04-03 20:53:41.000 UTC,12694137.0,3335582964186975,11010401,0x23cf10b1ee3adfca73b0ef17c07f7577e7acd2d7,0x23cf10b1ee3adfca73b0ef17c07f7577e7acd2d7
36,2024-04-03 21:05:03,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x92d70e76feb3efdb1fc29f6601234dfa65360cc278c7f4484598b5de82d7d29d,0x7ed5457daca5c284c3ada3add6bde87f9868c3c2,0x23cf10b1ee3adfca73b0ef17c07f7577e7acd2d7,68,2024-04-03 21:05:03.000 UTC,12694478.0,3344700472395250,11015992,0x23cf10b1ee3adfca73b0ef17c07f7577e7acd2d7,0x23cf10b1ee3adfca73b0ef17c07f7577e7acd2d7
37,2024-04-04 06:15:15,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xe6b61c03057cb8cfce00fc179ebd9480b12f19ba09a03bd86073d731882da2f4,0x7ed5457daca5c284c3ada3add6bde87f9868c3c2,0x23cf10b1ee3adfca73b0ef17c07f7577e7acd2d7,17,2024-04-04 06:15:15.000 UTC,12710984.0,1517359725086249,5014090,0x23cf10b1ee3adfca73b0ef17c07f7577e7acd2d7,0x23cf10b1ee3adfca73b0ef17c07f7577e7acd2d7
38,2024-04-04 06:30:43,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x9efd92b324541fbb8475ea0d18cfd2358bf0cd960179a688336bf574199c104a,0x7ed5457daca5c284c3ada3add6bde87f9868c3c2,0x23cf10b1ee3adfca73b0ef17c07f7577e7acd2d7,70,2024-04-04 06:30:43.000 UTC,12711448.0,90667138088635154,300099709,0x23cf10b1ee3adfca73b0ef17c07f7577e7acd2d7,0x23cf10b1ee3adfca73b0ef17c07f7577e7acd2d7
39,2024-04-05 05:19:45,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xc1178b3a7e377f3f2876367bae7a20546b04cb078890d7c9c1843f3bc292b398,0x301779704bb21ced38741c835b05f43cb9491c98,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,465,2024-04-05 05:19:45.000 UTC,12752519.0,980485282053637153,3202462215,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
40,2024-04-05 12:14:17,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x0850d030b3e748f3e714231a64d29995956a0227807ea6dab22fb26beaf4a411,0xb55f1a8442f18a6f08754742569bb80e03ed9250,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,135,2024-04-05 12:14:17.000 UTC,12764955.0,5242962713251569,16930795,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
41,2024-04-05 22:41:15,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xbcb142055db5539b07a77d7ea6f7f9263c2154a1d15f4efca32f04594b6f7185,0xe13bc1def776f03f1276db668c2c00294b41d8fd,0x23cf10b1ee3adfca73b0ef17c07f7577e7acd2d7,107,2024-04-05 22:41:15.000 UTC,12783764.0,1000939004386817,3335164,0x23cf10b1ee3adfca73b0ef17c07f7577e7acd2d7,0x23cf10b1ee3adfca73b0ef17c07f7577e7acd2d7
42,2024-04-06 01:58:51,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xcdd2326b40c0a72dec7446d29718a8ea123d980b4e3ced1c058de57b11e2881e,0xb7c635372da5869b96f4ae0018a84b9a7027d3af,0x7135ba051fcba0d3bde77add0601d8b69c91ece1,288,2024-04-06 01:58:51.000 UTC,12789692.0,15642362209833300,52074938,0xcd4257699b48d4791e77116d0e6a3bd48ad9567f,0xb7c635372da5869b96f4ae0018a84b9a7027d3af
43,2024-04-06 07:09:07,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xd671bba249baeae35988e11fbaf9462ac75185b62be8def1c3b13f06730ab858,0x04162a3d8beffc5f89380a723666801f195ff7db,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,50,2024-04-06 07:09:07.000 UTC,12799000.0,298256947062980,998590,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
44,2024-04-08 09:48:41,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x8f0127b3728787c7ca387e6051386cf582881c559a03f49a23dfe65c89cb9e5f,0xebb9b37ef349e1d084e91c70221a7ff62f15daee,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,220,2024-04-08 09:48:41.000 UTC,12890187.0,410469114921844128,1473953631,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
45,2024-04-08 09:53:01,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xe46297f7df96a0c39f375b5438096c80f82f26dfe7a03c86c384020be51fa051,0x0cb257237c80264db186b0a145a7e307cb5aa5f2,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,215,2024-04-08 09:53:01.000 UTC,12890317.0,162164694056856616,582183665,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
46,2024-04-08 10:31:25,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x0ee2683fad0222c52885ad96d2dedd5a722dbaff51373f5d9b2e68edd5ff85eb,0x88e9aafdff642626ff3cc5d7db38b07461fca765,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,297,2024-04-08 10:31:25.000 UTC,12891469.0,50788883062,184,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
47,2024-04-08 11:34:09,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x5cecc0f4d700c3389663b863fe0b401d7ba871bfa98e213201adb7b491e0837e,0x29520bd595053c152841a2af80089b8b1568efe7,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,204,2024-04-08 11:34:09.000 UTC,12893351.0,497158325747673,1806855,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
48,2024-04-09 12:46:03,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xc73e7efd161b0617951e0c335075098f9422b21fc2ffff7f7496d39f2eefd973,0x4223efcf3ea57d38c9c988fc46d2579d533db678,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,157,2024-04-09 12:46:03.000 UTC,12938708.0,332947753604570781,1207391218,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
49,2024-04-09 13:07:27,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xec62bcaeb756a6e8106900840777efbbe1d78ab4c0917e39cb75a5cb5635b321,0xb064d37c4a91d77f1aaf32ddde06f633157c9354,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,593,2024-04-09 13:07:27.000 UTC,12939350.0,349098230726243443,1270126186,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
50,2024-04-09 14:09:21,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x7d7ede4b250d52f61c9ac7ac131c54f512453cc3fa02cbff519a2ffbd14934d9,0x247b3fee5a18f4c1655249f6d37de8cb97a5a848,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,227,2024-04-09 14:09:21.000 UTC,12941207.0,304082869844580014,1093690445,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
51,2024-04-09 15:53:01,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x711c5e9deb6ea51ca5705a49f9c87c8c828b78d915f4cea7a432c2262d8eb931,0xbb6f4d4544ab61840226ae0694f737752a69449b,0x7135ba051fcba0d3bde77add0601d8b69c91ece1,126,2024-04-09 15:53:01.000 UTC,12944317.0,32264502829107540,113746114,0xcd4257699b48d4791e77116d0e6a3bd48ad9567f,0xcd4257699b48d4791e77116d0e6a3bd48ad9567f
52,2024-04-09 17:40:17,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xc1c02aa26f5bb26f2429406a2f21c4a1a903acc70cdcf08c0513d479221edfdc,0xfb2b581112949235d8fbcb91aefb4e1932de84b3,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,107,2024-04-09 17:40:17.000 UTC,12947535.0,142993511702570,500040,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
53,2024-04-09 17:41:27,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xf4baf40c9254a934c09db5042ed64b18922872a6551b55890e009d065df89737,0x5c53cfff28401466e3c7eee136547462b9a1d6b1,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,142,2024-04-09 17:41:27.000 UTC,12947570.0,357499098565255051,1253760900,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
54,2024-04-10 15:32:55,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x8b4ebd205a1de0473fa7895ac9a003bb6f844cdc5a73004397c89f940cb53bd6,0xfb2b581112949235d8fbcb91aefb4e1932de84b3,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,190,2024-04-10 15:32:55.000 UTC,12986914.0,356561867589859234,1241119998,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
