,ts,contract_address,evt_tx_hash,evt_tx_from,evt_tx_to,evt_index,evt_block_time,evt_block_number,amount0,amount1,sender
0,2024-03-03 05:38:47,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xd184acf2e850c0600180c16ddcc6a3925df560c6e1febbda55e128c990d320e3,0x386e96e10447095a99b919defc955c6d4835c279,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,10,2024-03-03 05:38:47.000 UTC,11327490.0,6906683087080517,23744579,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
1,2024-03-11 12:40:51,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x062c721c1c9358e6536357be7f2b2f022331315cc3621b1016b967e14b2b7472,0x2825633c60c1b7ea3ee7d251971a4e493b0534fc,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,24,2024-03-11 12:40:51.000 UTC,11685752.0,245967254176563,1000000,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
2,2024-03-12 15:49:25,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x9be2efbd4c2e83243645cee670848dcdbc2f5a50627a96c8d79588f04ecf1c2c,0x287be715f45cb1d883ed7bc54daa5f18686607bc,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,5,2024-03-12 15:49:25.000 UTC,11734609.0,180640952170818736,750000000,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
3,2024-03-13 01:26:35,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xbe08190981e63b9b4ffbd4f86fbf87f8260383efba539af4ff4f5a44cb0bb4e0,0x30a2311227f13fff419877a551960535d113f94d,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,25,2024-03-13 01:26:35.000 UTC,11751924.0,12652582654321451,50500000,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
4,2024-03-13 14:25:17,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xc2b186371b6667f9bf062276dfd72f0a4432f7bd8d197424a305294c06e693b0,0xd0eb827716ea70c76c58e2009f806078926343e8,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,23,2024-03-13 14:25:17.000 UTC,11775285.0,499011053072888,2000000,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
5,2024-03-14 05:55:53,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x3a7aefa03558e885822961d93117cb0b1b82b5a821698fd07efd29d749cac9cd,0xf7bea237046e378945411730a36c7427af05bec3,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,22,2024-03-14 05:55:53.000 UTC,11803203.0,12946668777994,51887,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
6,2024-03-17 08:39:05,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xd7a59158031eaa0651beab5776154f89c5e468afdc5e3295af068b83c293b8be,0x3e686d12e0b381ae1e9e0c915cdcb3244218299f,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,59,2024-03-17 08:39:05.000 UTC,11937699.0,328528675587321,1160000,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
7,2024-03-17 14:30:17,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x485ebf36d90d4b6379c56bdddce70fde37a44349a3e8119c49ed3ce1e39fb37e,0x155bad1166b84e4343b2b492da8e31570ada729b,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,128,2024-03-17 14:30:17.000 UTC,11948235.0,840056941709077,3000000,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
8,2024-03-17 22:38:31,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xf89711601fea9c07b7ad5440488c71c486b6f96b8599c1312beb0ab11fd96dab,0x1c4a476281fbda7da3fa9c00bd891e7b3a37d338,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,80,2024-03-17 22:38:31.000 UTC,11962882.0,271904028706801,1000000,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
9,2024-03-18 00:45:23,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xc3f2c4382037dbe3dfbd2b15c5e0df0c3e95fc395348ebe2586b3215b07ecbed,0xd7068b4e66d552c728157d704a8fd83cfaf17848,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,68,2024-03-18 00:45:23.000 UTC,11966688.0,1994491399352755,7200144,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
10,2024-03-18 03:46:43,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x7d246e0c29b453e0ea8d02f8c2cbc54ebedda7bcd26040960a14b1ea60294292,0xeb112f8838d90dee344a2ab444e256a649160d29,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,66,2024-03-18 03:46:43.000 UTC,11972128.0,149769400368796,539419,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
11,2024-03-19 02:14:53,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x309315393fdfa267c156e27701abe5cb77061aee770d32d8812fdfcf851f18b5,0x30300ddfb74f2762340bf7f84cb9d509b78386e4,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,86,2024-03-19 02:14:53.000 UTC,12012573.0,99590364793982,340520,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
12,2024-03-19 04:18:57,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xb1701c0968b6b131f4201918ddb471c83ebde372619ea7ace0606bf2d668043b,0x4b56c3d9022da3576cd0a1f6b5aec865838110e9,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,72,2024-03-19 04:18:57.000 UTC,12016295.0,2071169266722,7009,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
13,2024-03-19 16:02:41,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x24e3d70f28776f2e22be0bf6e7fef89659287ae5c311d93ca3c1f705132d3b8c,0x958d8a85ae8842ca4662f794622429797818b6af,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,117,2024-03-19 16:02:41.000 UTC,12037407.0,99514318345995,330000,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
14,2024-03-20 03:20:35,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xb7ff60831f7f7d57b926f2603b3046839e4a754ef743308322cfcb0fe8ed4b30,0x9923360772f6643494bb94607990aa24f94b3eec,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,57,2024-03-20 03:20:35.000 UTC,12057744.0,3075498542781,10000,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
15,2024-03-20 12:38:41,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x6778281d6061322f8eb0bc966d7dfbd602264bd5c29bd72b942dd6393b3eb491,0x65964a06e63482c6221a5eb5cf9f88a489840992,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,85,2024-03-20 12:38:41.000 UTC,12074487.0,293906257234740,999194,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
16,2024-03-20 12:41:09,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x183ca2d3e29bebec80cceec9b18474129ea60a534a91cb132bf1a3c54f686522,0x986391e27aada4783560baa814a2394ca332187a,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,72,2024-03-20 12:41:09.000 UTC,12074561.0,326584772609433,1094477,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
17,2024-03-20 15:30:51,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x69c49a6845076a1259185a3d5fa398b15c96fdcfb113ea77442938fc8aa9e305,0xfb4d92d05b2632e236d8fa837fe82ce8fba58510,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,107,2024-03-20 15:30:51.000 UTC,12079652.0,2973725144875,10000,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
18,2024-03-21 10:04:03,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xb0bd8ef87511994a39d37c1434f8b65309cbc65002bb669959691db306b313fd,0x51bd821bb01ddf5db5cb3707ffa544826898f109,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,264,2024-03-21 10:04:03.000 UTC,12113048.0,142787457834589,500000,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
19,2024-03-21 10:39:15,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xd8b297e8e6d9028a83bbceb0d77e6a89d740daf2606ee1139d40f7a548f38602,0xdb42052274cc1a6c9af4dcbead886f7dca1c900d,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,109,2024-03-21 10:39:15.000 UTC,12114104.0,355450492816825903,1250000000,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
20,2024-03-21 11:46:19,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xd53bd4176626e354c822daa478ed648893e41f8246d5020f279bfd890dd2a6ed,0x78501b5d80f23c61a4f3a144213322caac6cbaf2,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,141,2024-03-21 11:46:19.000 UTC,12116116.0,234080313439611741,829963595,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
21,2024-03-21 11:51:55,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xdb94b46d1755a8f2d3e0cac81470ce74288d9e025d0f1db89e064f9d1b63b9c1,0x037287a8844835e663c392d7f86eb2dbf2a14a98,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,68,2024-03-21 11:51:55.000 UTC,12116284.0,282216663989065,1000000,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
22,2024-03-21 12:39:31,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xa7eae70cc77d5a2ffa6dc04d24823b77ee89bc44f1b654325057b5f839cdf4ae,0x6b0ab64ba82dab64130fcd7dc1e2f803f7aef730,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,87,2024-03-21 12:39:31.000 UTC,12117712.0,19900593694590677,70712359,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
23,2024-03-21 14:14:53,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xa9ce7bf2b96c828e3f0b1f463976c1325c6f2478f33d87a62214ebad80780472,0x5012c645ad7de348147fb9d99b6b8d8949748e17,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,63,2024-03-21 14:14:53.000 UTC,12120573.0,112403595898850580,399632076,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
24,2024-03-21 14:16:41,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xdd740fb697e75d17f4604af1617582a9e1782a7a8046fe79fa1b7e675531163d,0x5012c645ad7de348147fb9d99b6b8d8949748e17,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,73,2024-03-21 14:16:41.000 UTC,12120627.0,37225692963881482,132349689,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
25,2024-03-21 14:20:05,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x2ff852e227ae7c38c856ba249d7d6deae55958b3d28d3ba8a7d5c4ba2097e813,0x5012c645ad7de348147fb9d99b6b8d8949748e17,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,162,2024-03-21 14:20:05.000 UTC,12120729.0,2984514791869557,10600402,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
26,2024-03-21 16:03:51,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x60a4768b6140a252ad151f195af73a5c283e3a34350d9b86d6dfdf67ca50ec2d,0x5012c645ad7de348147fb9d99b6b8d8949748e17,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,68,2024-03-21 16:03:51.000 UTC,12123842.0,475709281517615704,1689635151,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
27,2024-03-21 16:08:17,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x6f4da766e24e6558b7a9cc73d3463d581c6b126943131b09ee2defb689b78cd1,0x5012c645ad7de348147fb9d99b6b8d8949748e17,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,63,2024-03-21 16:08:17.000 UTC,12123975.0,4972301678187503,17464831,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
28,2024-03-21 21:31:27,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xa33c39e6be0133e3bfb6c00f15e3ef26602f14a3cf6e306cc8a0d85b66a31b9b,0x78501b5d80f23c61a4f3a144213322caac6cbaf2,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,111,2024-03-21 21:31:27.000 UTC,12133670.0,219999999881957789,765447259,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
29,2024-03-21 22:05:27,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x9fd64b3fce380c5b53fb71faab7ae1ed4ec5f6612fe999666cc46f010a4a44d2,0x5012c645ad7de348147fb9d99b6b8d8949748e17,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,67,2024-03-21 22:05:27.000 UTC,12134690.0,483766231587485659,1687937104,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
30,2024-03-21 23:48:01,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xdbfea6cf484b03b2bacbf1c92d11a4dad86e4cf53344078d2d8f5a4143695cb3,0x24dc43d37852e8008a9934c519bb7483dee70cbe,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,86,2024-03-21 23:48:01.000 UTC,12137767.0,608693932439952927,2110840406,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
31,2024-03-22 02:26:51,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xf0627878eecff55cf4887e1d01635cd9e06211dfdcbf8929b8bdeabd186a8d82,0x88e9aafdff642626ff3cc5d7db38b07461fca765,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,81,2024-03-22 02:26:51.000 UTC,12142532.0,28762672768,100,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
32,2024-03-22 02:59:17,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x81a903dc776b2ca3d1f825a24bf194227d114c950cc872fb2ad0a0fc6ada8d9f,0x5012c645ad7de348147fb9d99b6b8d8949748e17,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,6,2024-03-22 02:59:17.000 UTC,12143505.0,399105697433727439,1382478613,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
33,2024-03-22 03:00:33,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x4316af097109da7d462c62ffdfc27ac6ab4565312fd70167dfa024e8190ab624,0x5012c645ad7de348147fb9d99b6b8d8949748e17,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,18,2024-03-22 03:00:33.000 UTC,12143543.0,89502957782800720,308754080,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
34,2024-03-22 04:12:15,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xde3167442fbdde5949b1168003ecec9d548a466c54f6507c844b48f326ad1fe0,0xb5a3e73a3dc7c3e2b24ee370673ea7c50416b5b1,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,160,2024-03-22 04:12:15.000 UTC,12145694.0,853505067605761141,2997225776,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
35,2024-03-22 04:48:33,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x7c868f021101fb1f08738853d021929b24ddd41e64efd2f24e7b0c838245cef3,0xb5a3e73a3dc7c3e2b24ee370673ea7c50416b5b1,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,119,2024-03-22 04:48:33.000 UTC,12146783.0,284443864689826985,999776641,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
36,2024-03-22 05:25:33,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xc0c465e6dda0105e3649366a1e749f748beec8643787a6b55675f598463bea5c,0xb5a3e73a3dc7c3e2b24ee370673ea7c50416b5b1,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,108,2024-03-22 05:25:33.000 UTC,12147893.0,258076244843757699,908156214,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
37,2024-03-22 14:51:07,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x492b998e3a1719e9c9afe4003a22ec9a69e0243d5dca9c684f3dba50c22df613,0x1b10ccd854e32e4e96db149e65bacee72b1b9227,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,5,2024-03-22 14:51:07.000 UTC,12164860.0,301854297563785,1000000,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
38,2024-03-22 22:55:53,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x7458f450952c321cb0a2a32221431e2efb75e7d46e04eb9352f17396f3392dc0,0xb5a3e73a3dc7c3e2b24ee370673ea7c50416b5b1,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,87,2024-03-22 22:55:53.000 UTC,12179403.0,395023090725894185,1302083617,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
39,2024-03-23 01:03:57,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xc491a1e4815b74edaf7bf4e54ad7e1cd78eaf5f388d201fd3b849520cf997bf4,0xb5a3e73a3dc7c3e2b24ee370673ea7c50416b5b1,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,123,2024-03-23 01:03:57.000 UTC,12183245.0,703239786049644920,2330262468,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
40,2024-03-23 03:55:33,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x301dc9c3c460678588728e0684050284e4b9a78e1edeb8ef83366c4526bb7e8a,0xde0c9a446689f42203e5ab1f8bfd0df768a4f790,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,58,2024-03-23 03:55:33.000 UTC,12188393.0,3034903333,10,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
41,2024-03-23 07:03:17,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x53eefbc2698a4b4b082d0874d5d70116fb2cb1332abe1ee0537067e9c7cf9c6d,0x78501b5d80f23c61a4f3a144213322caac6cbaf2,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,42,2024-03-23 07:03:17.000 UTC,12194025.0,210151308402558053,703467264,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
42,2024-03-23 10:14:07,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x444853e9187154819db5ce60188eea0930c642dfa6fda21a98c0f4cb50d04299,0xc24b77282fdcc4960ae8f4e92e5d7fab54f5366b,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,71,2024-03-23 10:14:07.000 UTC,12199750.0,192911780833374,650000,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
43,2024-03-23 13:57:13,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xb4fd052a6aba0a8f597c4c4260d4efef0010adabd587d4666507d9a5a6a847f4,0x78501b5d80f23c61a4f3a144213322caac6cbaf2,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,114,2024-03-23 13:57:13.000 UTC,12206443.0,998124966392447006,3372384659,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
44,2024-03-23 19:25:33,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x3d125fb47b9bfef017caa6c10f2a24b120ed60d6c7a9b03a0070b7e7bc749102,0x76f3ad2eaf14c511ee1784f5114480f24efe6c5d,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,58,2024-03-23 19:25:33.000 UTC,12216293.0,161543865565846,550000,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
45,2024-03-23 20:44:29,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xea51c534419dff60c0b0059707f4d262d2787e514def2208bd4bba04b252e409,0x895642006620e86000bea5810f2b44647cca9710,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,183,2024-03-23 20:44:29.000 UTC,12218661.0,147033500702790,500000,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
46,2024-03-23 22:17:17,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x7f58d8f27e51ce2daedafd5861f5b84eecd5a6bd7925feafb7c357f62722a302,0x54500270dcf52d4bfd26f035f855dd98d5826993,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,69,2024-03-23 22:17:17.000 UTC,12221445.0,147362166980615,500000,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
47,2024-03-24 05:47:03,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xfba20471d74f6f6e8133ca89e5b345c5af2189be65be549b23f7a55670db3e61,0x3342b665b740a024fb049067ef80bed727d8ee61,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,156,2024-03-24 05:47:03.000 UTC,12234938.0,39980755710779,132821,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
48,2024-03-24 05:47:23,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xe6f90c97bc9535cedd45814ef2a1977711739cacd061201ce88f29c212079dcd,0xcc58607ff7f5ba13756581795081b6b3f55a12d4,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,84,2024-03-24 05:47:23.000 UTC,12234948.0,99475628866,332,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
49,2024-03-24 13:25:11,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xf07972d437e0b372daa37abc23047a5ebabd6a4c51556b41958c1555ce115d36,0xbbfee986348c62e99f0f76dd8a5ac4c7e2b62438,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,76,2024-03-24 13:25:11.000 UTC,12248682.0,88479864582467,300000,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
50,2024-03-24 13:44:39,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x7d07f6d57c59e7131f85e47e471535672a082ac9b288ce50f7315a37d54cc8a5,0x24dc43d37852e8008a9934c519bb7483dee70cbe,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,152,2024-03-24 13:44:39.000 UTC,12249266.0,744619577530516357,2526919528,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
51,2024-03-24 15:49:17,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x554cf5ffb71adb5147195d05ae8bcfcc36baa7b03cfc3b369e75f2ddcd6f2c8c,0xbba9737291a4ca71e5c3c15d07d49584f8b3f299,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,15,2024-03-24 15:49:17.000 UTC,12253005.0,59615365268658157,203333300,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
52,2024-03-24 15:59:51,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x3dc0df55accc55928c777b8509de30f40ad1b59b6df4b02c4b0af22d9fa0289c,0x5012c645ad7de348147fb9d99b6b8d8949748e17,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,59,2024-03-24 15:59:51.000 UTC,12253322.0,449355101799738594,1529840822,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
53,2024-03-24 16:01:37,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xc2ea42051d5e6c7b0bb001f402cc05153ad71c4660119f72586205e836c72030,0x5012c645ad7de348147fb9d99b6b8d8949748e17,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,100,2024-03-24 16:01:37.000 UTC,12253375.0,4462151330250628,15265091,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
54,2024-03-25 01:00:23,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xc0f43cf0021f5dd9e9bfa95ffb0f9b482395c9013e383352aa5270e5698a86c8,0x24dc43d37852e8008a9934c519bb7483dee70cbe,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,190,2024-03-25 01:00:23.000 UTC,12269538.0,900000000000000000,3093877184,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
55,2024-03-25 01:31:05,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xc5ceb70b9f0c84d5d685266264cd8f93dfcbe1a6a6319a9bb5593f1864575e03,0xb5a3e73a3dc7c3e2b24ee370673ea7c50416b5b1,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,191,2024-03-25 01:31:05.000 UTC,12270459.0,372675369303422900,1275544283,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
56,2024-03-25 09:45:41,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x93048ffcd545f6a9c9680df4e053abdddee14e9315b3b27b5c4007a2f1f8eea1,0x5c08fa41e57b477c1b1030077c06d14851e49765,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,43,2024-03-25 09:45:41.000 UTC,12285297.0,144437201121010,497785,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
57,2024-03-25 10:00:31,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x364ba4f96d682a1db1bbef88cb0b3aea214dfce53a5c08cc4a47a4de963b0e0d,0x7e495cf613fa130971c514d31847eb1bc2566619,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,40,2024-03-25 10:00:31.000 UTC,12285742.0,288013380028141,1000000,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
58,2024-03-25 10:12:53,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xc0d86d1f7466363e9f87a258a895869395905161aaad999bc493d7fb4a2729d4,0x5439928b266492337d032875138871b8023437c5,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,83,2024-03-25 10:12:53.000 UTC,12286113.0,288055108265096,1000000,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
59,2024-03-25 10:19:51,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x4203296fb90984bcc3f85cb5f0ea3e4e8d526cc5fab52d8b40da44b663ec32e2,0x7f301b2978ac2615556151e548f9e57aad2cd411,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,73,2024-03-25 10:19:51.000 UTC,12286322.0,144659236516586,500000,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
60,2024-03-25 10:25:09,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xd7b18158dae522ac7969ff99ce2bd355599837c2eed157734cca3a99e71d5c69,0x8a25a5abff85b25919a651c96b1c412b8a3137e0,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,81,2024-03-25 10:25:09.000 UTC,12286481.0,144210845583650,500000,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
61,2024-03-26 03:16:41,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x862aa5035abacd1e5e9de0f43cd69befd7b4d86f8a51712019855a42dedd1c71,0x24c12d1db9368991664a598a0b97103fbd0c46be,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,154,2024-03-26 03:16:41.000 UTC,12316827.0,3480603647043811,12591562,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
62,2024-03-26 07:22:11,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0xd433ed947c152e3cdce005fff04b87e959dec1d08c72cb96c7bd44074c23d7f6,0x65f6296b6e0071440ff7c4e084e9fa68fb44595b,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24,94,2024-03-26 07:22:11.000 UTC,12324192.0,135914081911937,500000,0x4752ba5dbc23f44d87826276bf6fd6b1c372ad24
