,pool,token0_address,symbol0,decimals0,token1_address,symbol1,decimals1
0,0x84652bb2539513baf36e225c930fdd8eaa63ce27,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,WETH,18,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USDC,6
