,pool,token0_address,symbol0,decimals0,token1_address,symbol1,decimals1
0,0xf64dfe17c8b87f012fcf50fbda1d62bfa148366a,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,WETH,18,0xaf88d065e77c8cc2239327c5edb3a432268e5831,USDC,6
