,ts,contract_address,evt_tx_hash,evt_index,evt_block_time,evt_block_number,amount0,amount1,sender,to
267,2024-08-14 00:06:23,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0x3474372cccb51096c7d1ecf0681230ae498655c8dbea722b3ec2495d1132617c,213,2024-08-14 00:06:23.000 UTC,20523179.0,7764969847580,2873639033686156280270,0x4587f31ad6f2ff5296053422f8ccf351db368411,0x4587f31ad6f2ff5296053422f8ccf351db368411
268,2024-08-14 23:55:35,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0x921034f8d85f8628b814dd66c243b2e19ec0d69ea01b55118c3f5f5f4f7ed160,437,2024-08-14 23:55:35.000 UTC,20530287.0,7764969847580,2911727586459929382893,0x4587f31ad6f2ff5296053422f8ccf351db368411,0x4587f31ad6f2ff5296053422f8ccf351db368411
269,2024-08-15 02:39:35,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0x961972eb826d0b82b447ff08fb9fd055ecce3fa8de95c78a03cdcfb6743c6424,291,2024-08-15 02:39:35.000 UTC,20531103.0,3658119,1377701039429565,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d
270,2024-08-15 14:14:35,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0xec48764204990e00b28dca92c182077a9403d92caea142b4223f0bfaff146955,193,2024-08-15 14:14:35.000 UTC,20534558.0,241698591,90824855225520966,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d
271,2024-08-15 23:54:59,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0xf1a58ad3f9012871c9cc9cc7f193831cc4c97a1c67f89deb6cf295c1ac574e16,337,2024-08-15 23:54:59.000 UTC,20537437.0,7764969847580,3015159677204084721284,0x4587f31ad6f2ff5296053422f8ccf351db368411,0x4587f31ad6f2ff5296053422f8ccf351db368411
272,2024-08-16 08:37:59,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0xd5ec198d696dea77d87514fd8ed64d251f5fa00a91223f9c9aa4c6643d68cc86,190,2024-08-16 08:37:59.000 UTC,20540045.0,8180780,3123304587820749,0x7bf8b4b9a74d5e55f022f3f311eda6142426e783,0x7bf8b4b9a74d5e55f022f3f311eda6142426e783
273,2024-08-16 12:50:35,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0xc3b1b36acada72821fef40f3b0cdd58f91a5f097fa91bdd53ef97424c1c6f2c3,245,2024-08-16 12:50:35.000 UTC,20541303.0,4951415,1926514598367334,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d
274,2024-08-16 23:55:59,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0x79540a333b49dd733ef9859656394f91d55504a4b4b29319625e52a137bf082a,328,2024-08-16 23:55:59.000 UTC,20544608.0,7764969847580,2994477584496256385623,0x4587f31ad6f2ff5296053422f8ccf351db368411,0x4587f31ad6f2ff5296053422f8ccf351db368411
275,2024-08-17 07:22:23,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0x9e778859c8e8d311ce6ffd410d67dc6670a27df649cab8de4736cd54c48b7806,331,2024-08-17 07:22:23.000 UTC,20546823.0,1095245,421378396267594,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d
276,2024-08-17 19:57:11,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0x6a2ca565b3cfc4d9a9ed1a477ea10e3531b0cf0d635b1eed29a1c08eac16e5eb,216,2024-08-17 19:57:11.000 UTC,20550574.0,4969762,1901046127159270,0xd291328a6c202c5b18dcb24f279f69de1e065f70,0xd291328a6c202c5b18dcb24f279f69de1e065f70
