,ts,contract_address,evt_tx_hash,evt_index,evt_block_time,evt_block_number,amount0,amount1,sender
58,2024-05-12 09:58:47,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0xe5d883410f98bd287a37203f4ee58d5a96008d3c5dcd58842a980d1998525739,263,2024-05-12 09:58:47.000 UTC,19853197.0,10000000000,3436924803353233291,0x7a250d5630b4cf539739df2c5dacb4c659f2488d
59,2024-05-13 23:45:23,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0xbf2cb271da2aab360477be0160eb873267e1536c0e163b8b54a24795d8a473dd,152,2024-05-13 23:45:23.000 UTC,19864460.0,7764969847581,2636951097265511984127,0x7a250d5630b4cf539739df2c5dacb4c659f2488d
60,2024-05-15 06:15:11,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0xdcf7d1fc953657f1ba95a98c553b80ff6677f487554a87f545888e616de73a63,177,2024-05-15 06:15:11.000 UTC,19873521.0,10000000000,3443910604049480083,0x7a250d5630b4cf539739df2c5dacb4c659f2488d
61,2024-05-15 18:30:47,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0xfa223babaaa9dedddc88a9651761cc85528952de67b4fd1602918447790ddec9,188,2024-05-15 18:30:47.000 UTC,19877187.0,6095075,2030628753942348,0x7a250d5630b4cf539739df2c5dacb4c659f2488d
62,2024-05-15 20:47:59,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0xb630b07062f6fc09e38d92a57ca7f13c5c021a96dca545aad4d7ddba67ec8746,426,2024-05-15 20:47:59.000 UTC,19877867.0,9999959,3303134839062900,0x7a250d5630b4cf539739df2c5dacb4c659f2488d
63,2024-05-16 22:21:23,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0xac6f5f479074465f7738d7c791d6ad9a03a51f3685ff1932cf2ca0b5054eb116,437,2024-05-16 22:21:23.000 UTC,19885485.0,10000000000,3411029722513787176,0x7a250d5630b4cf539739df2c5dacb4c659f2488d
64,2024-05-17 14:59:59,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0x8eee323038abe547d4a4e27bff0e5f64b01a8669b293cdb12bac08213f627247,160,2024-05-17 14:59:59.000 UTC,19890443.0,206047663,66788764360906980,0x7a250d5630b4cf539739df2c5dacb4c659f2488d
65,2024-05-17 15:40:23,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0x7a487c4d26897e706b95fce97608cf3024b92d898188bf5926cf5dbdc74cd091,228,2024-05-17 15:40:23.000 UTC,19890645.0,3108633,1000000000000000,0x7a250d5630b4cf539739df2c5dacb4c659f2488d
66,2024-05-17 17:50:23,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0x796b98a1bf022e849673f9a22a1a03397984562a574c3c37ff745138e83aa677,59,2024-05-17 17:50:23.000 UTC,19891289.0,2522822,814121751660782,0x7a250d5630b4cf539739df2c5dacb4c659f2488d
67,2024-05-18 01:22:59,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0x82e83b8d9b661f05acd4295f2c706e6465a52851f276f13c76654bf85d8e4432,262,2024-05-18 01:22:59.000 UTC,19893533.0,7764969847581,2511326881365815890167,0x7a250d5630b4cf539739df2c5dacb4c659f2488d
68,2024-05-19 08:21:35,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0x03a0e812233d430c133b016160ff02c0fb840b31601e73d460349696d11406b1,220,2024-05-19 08:21:35.000 UTC,19902758.0,7764969847581,2494713819324879880462,0x7a250d5630b4cf539739df2c5dacb4c659f2488d
69,2024-05-19 19:51:11,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0xb7de847eade4c196b21aa9a36dc2ca6275ed6a86b2f8c25b19864096f73f6772,91,2024-05-19 19:51:11.000 UTC,19906182.0,640354477,208499999733679236,0x7a250d5630b4cf539739df2c5dacb4c659f2488d
70,2024-05-20 07:34:47,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0x30b22163a2ebd00595a982c4a6de74574fb7886a8d133dfa3ae917c9d6f994c4,254,2024-05-20 07:34:47.000 UTC,19909680.0,9264192,3000000000000000,0x7a250d5630b4cf539739df2c5dacb4c659f2488d
71,2024-05-20 16:03:11,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0x1bed273b180ab71dee5599f7bad65a849148119a68da04a1c42c6c33b03ad260,932,2024-05-20 16:03:11.000 UTC,19912205.0,66882428,21452611931624462,0x7a250d5630b4cf539739df2c5dacb4c659f2488d
72,2024-05-21 22:56:59,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0x2708bd783a96d6970fbe0c7976891fd5a794b82d8b18872423047fc94daa2539,247,2024-05-21 22:56:59.000 UTC,19921408.0,7764969847581,2041215151652843062964,0x7a250d5630b4cf539739df2c5dacb4c659f2488d
73,2024-05-23 04:38:35,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0x1de5934312653bf5c6f79e629f697694e1c03a446b195b99b068d0b4aa7751dc,542,2024-05-23 04:38:35.000 UTC,19930245.0,10000000000,2648888395210061972,0x7a250d5630b4cf539739df2c5dacb4c659f2488d
74,2024-05-24 23:46:11,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0xd975c58a02a4f8f66f84ef1771382438044a45d88dc2d0760f17992177bf7236,283,2024-05-24 23:46:11.000 UTC,19943108.0,7764969847581,2082617500145010300255,0x7a250d5630b4cf539739df2c5dacb4c659f2488d
75,2024-05-25 14:09:23,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0xa85802ac8da2f8f2d6d475ef87934a20e047bede8164ec6990cec07f70c5366b,339,2024-05-25 14:09:23.000 UTC,19947394.0,1999875,534988005200977,0x7a250d5630b4cf539739df2c5dacb4c659f2488d
76,2024-05-25 14:11:23,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0x3aa90ab712f26abeab19702bce47fa739a6010713809128be59f4f35aca5a9bb,245,2024-05-25 14:11:23.000 UTC,19947403.0,1999740,535015259325346,0x7a250d5630b4cf539739df2c5dacb4c659f2488d
77,2024-05-26 03:17:23,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0x1aa2e417185f34b904d53e24397f65064f2cbdeb02f81454075cf07200b80ae0,168,2024-05-26 03:17:23.000 UTC,19951312.0,7764969847581,2076869682608977018531,0x7a250d5630b4cf539739df2c5dacb4c659f2488d
78,2024-05-28 00:13:35,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0xef8e5c37123486c669c43ae7bec3118db86d937aeb7813e5ffc3016ca0c7e416,442,2024-05-28 00:13:35.000 UTC,19964711.0,7764969847581,1999811951691869917971,0x7a250d5630b4cf539739df2c5dacb4c659f2488d
79,2024-05-29 23:09:59,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0x6a71dc6fb81fb45c24a0faa01c2ec9acbed1173b63fb98e43ee89b92ed536c41,231,2024-05-29 23:09:59.000 UTC,19978698.0,7764969847581,2056887973362570830927,0x7a250d5630b4cf539739df2c5dacb4c659f2488d
80,2024-05-30 19:44:35,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0x027e8dd5c7a6f2477d348045a1ee07441f55d683c5bcf99b4b54f0b3bc21946d,281,2024-05-30 19:44:35.000 UTC,19984819.0,1994514,528401585204756,0xc70150188142fbfcbb90db05bffc31bccded3da5
81,2024-05-30 23:31:59,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0x4322a7ceb4f04063792996810c87208e9fdc329513333f1bbaaaec5042c18039,313,2024-05-30 23:31:59.000 UTC,19985952.0,80000000,21305730973334409,0x7a250d5630b4cf539739df2c5dacb4c659f2488d
82,2024-05-31 11:24:11,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0xddee4276a9ade8315682edb17fb57f1f2768f8edda2485a6012abefa9e1d1530,306,2024-05-31 11:24:11.000 UTC,19989496.0,189172,49999906719131,0x7a250d5630b4cf539739df2c5dacb4c659f2488d
83,2024-05-31 12:22:11,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0xc311e7e5f043ced58ddcf89656b89292bf984c853f718a50e7550a4c59c4975a,802,2024-05-31 12:22:11.000 UTC,19989783.0,10000,2632252591163,0x7a250d5630b4cf539739df2c5dacb4c659f2488d
84,2024-05-31 23:07:47,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0xf762c5093f0645b24fe1c3b6c8246b68d36628861727d65d9556b2980d7e8830,166,2024-05-31 23:07:47.000 UTC,19992989.0,7764969847581,2058425562581217215495,0x7a250d5630b4cf539739df2c5dacb4c659f2488d
85,2024-06-02 23:42:59,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0xb009d54eba6b7f14701014527ecc51a9c98b0d5821dd1a48ef8995f4dd40a2e7,268,2024-06-02 23:42:59.000 UTC,20007492.0,7764969847581,2059151671191067095701,0x7a250d5630b4cf539739df2c5dacb4c659f2488d
86,2024-06-05 00:06:47,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0x9493b8697e45fa6d13197536393941d05ee1574351f17cfb4c911d3f108757ce,352,2024-06-05 00:06:47.000 UTC,20021935.0,7764969847581,2033181144865652188288,0x7a250d5630b4cf539739df2c5dacb4c659f2488d
