,pool,token0_address,symbol0,decimals0,token1_address,symbol1,decimals1
0,0x88a43bbdf9d098eec7bceda4e2494615dfd9bb9c,0x4200000000000000000000000000000000000006,WETH,18,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6
